zip,city,state,county
39116,Mize,MS,Smith County
39117,Morton,MS,Scott County
39119,Mount Olive,MS,Covington County
39120,Natchez,MS,Adams County
39121,Natchez,MS,Adams County
39122,Natchez,MS,Adams County
39130,Madison,MS,Madison County
39140,Newhebron,MS,Lawrence County
39144,Pattison,MS,Claiborne County
39145,Pelahatchie,MS,Rankin County
39146,Pickens,MS,Holmes County
39148,Piney Woods,MS,Rankin County
39149,Pinola,MS,Simpson County
39150,Port Gibson,MS,Claiborne County
39151,Puckett,MS,Rankin County
39152,Pulaski,MS,Smith County
39153,Raleigh,MS,Smith County
39154,Raymond,MS,Hinds County
39156,Redwood,MS,Warren County
39157,Ridgeland,MS,Madison County
39158,Ridgeland,MS,Madison County
39159,Rolling Fork,MS,Sharkey County
39160,Sallis,MS,Attala County
39161,Sandhill,MS,Rankin County
39162,Satartia,MS,Yazoo County
39163,Sharon,MS,Madison County
39165,Sibley,MS,Adams County
39166,Silver City,MS,Humphreys County
39167,Star,MS,Rankin County
39168,Taylorsville,MS,Smith County
39169,Tchula,MS,Holmes County
39170,Terry,MS,Hinds County
39171,Thomastown,MS,Leake County
39173,Tinsley,MS,Yazoo County
39174,Tougaloo,MS,Madison County
39175,Utica,MS,Hinds County
39176,Vaiden,MS,Carroll County
39177,Valley Park,MS,Issaquena County
39179,Vaughan,MS,Yazoo County
39180,Vicksburg,MS,Warren County
39181,Vicksburg,MS,Warren County
39182,Vicksburg,MS,Warren County
39183,Vicksburg,MS,Warren County
39189,Walnut Grove,MS,Leake County
39190,Washington,MS,Adams County
39191,Wesson,MS,Copiah County
39192,West,MS,Attala County
39193,Whitfield,MS,Rankin County
39194,Yazoo City,MS,Yazoo County
39201,Jackson,MS,Hinds County
39202,Jackson,MS,Hinds County
39203,Jackson,MS,Hinds County
39204,Jackson,MS,Hinds County
39205,Jackson,MS,Hinds County
39206,Jackson,MS,Hinds County
39207,Jackson,MS,Hinds County
39208,Pearl,MS,Rankin County
39209,Jackson,MS,Hinds County
39210,Jackson,MS,Hinds County
39211,Jackson,MS,Hinds County
39212,Jackson,MS,Hinds County
39213,Jackson,MS,Hinds County
39215,Jackson,MS,Hinds County
39216,Jackson,MS,Hinds County
39217,Jackson,MS,Hinds County
39218,Richland,MS,Rankin County
39225,Jackson,MS,Hinds County
39232,Flowood,MS,Rankin County
39235,Jackson,MS,Hinds County
39236,Jackson,MS,Hinds County
39250,Jackson,MS,Hinds County
39269,Jackson,MS,Hinds County
39271,Jackson,MS,Hinds County
39272,Byram,MS,Hinds County
39282,Jackson,MS,Hinds County
39283,Jackson,MS,Hinds County
39284,Jackson,MS,Hinds County
39286,Jackson,MS,Hinds County
39288,Pearl,MS,Rankin County
39289,Jackson,MS,Hinds County
39296,Jackson,MS,Hinds County
39298,Jackson,MS,Hinds County
39301,Meridian,MS,Lauderdale County
39302,Meridian,MS,Lauderdale County
39303,Meridian,MS,Lauderdale County
39304,Meridian,MS,Lauderdale County
39305,Meridian,MS,Lauderdale County
39307,Meridian,MS,Lauderdale County
39309,Meridian,MS,Lauderdale County
39320,Bailey,MS,Lauderdale County
39322,Buckatunna,MS,Wayne County
39323,Chunky,MS,Newton County
39324,Clara,MS,Wayne County
39325,Collinsville,MS,Lauderdale County
39326,Daleville,MS,Lauderdale County
39327,Decatur,MS,Newton County
39328,De Kalb,MS,Kemper County
39330,Enterprise,MS,Clarke County
39332,Hickory,MS,Newton County
39335,Lauderdale,MS,Lauderdale County
39336,Lawrence,MS,Newton County
39337,Little Rock,MS,Newton County
39338,Louin,MS,Jasper County
39339,Louisville,MS,Winston County
39341,Macon,MS,Noxubee County
39342,Marion,MS,Lauderdale County
39345,Newton,MS,Newton County
39346,Noxapater,MS,Winston County
39347,Pachuta,MS,Jasper County
39348,Paulding,MS,Jasper County
39350,Philadelphia,MS,Neshoba County
39352,Porterville,MS,Kemper County
39354,Preston,MS,Kemper County
39355,Quitman,MS,Clarke County
39356,Rose Hill,MS,Jasper County
39358,Scooba,MS,Kemper County
39359,Sebastopol,MS,Scott County
39360,Shubuta,MS,Clarke County
39361,Shuqualak,MS,Noxubee County
39362,State Line,MS,Wayne County
39363,Stonewall,MS,Clarke County
39364,Toomsuba,MS,Lauderdale County
39365,Union,MS,Neshoba County
39366,Vossburg,MS,Jasper County
39367,Waynesboro,MS,Wayne County
39401,Hattiesburg,MS,Forrest County
39402,Hattiesburg,MS,Lamar County
39403,Hattiesburg,MS,Forrest County
39404,Hattiesburg,MS,Forrest County
39406,Hattiesburg,MS,Forrest County
39407,Hattiesburg,MS,Forrest County
39421,Bassfield,MS,Jefferson Davis County
39422,Bay Springs,MS,Jasper County
39423,Beaumont,MS,Perry County
39425,Brooklyn,MS,Forrest County
39426,Carriere,MS,Pearl River County
39427,Carson,MS,Jefferson Davis County
39428,Collins,MS,Covington County
39429,Columbia,MS,Marion County
39436,Eastabuchie,MS,Jones County
39437,Ellisville,MS,Jones County
39439,Heidelberg,MS,Jasper County
39440,Laurel,MS,Jones County
39441,Laurel,MS,Jones County
39442,Laurel,MS,Jones County
39443,Laurel,MS,Jones County
39451,Leakesville,MS,Greene County
39452,Lucedale,MS,George County
39455,Lumberton,MS,Lamar County
39456,Mc Lain,MS,Greene County
39457,Mc Neill,MS,Pearl River County
39459,Moselle,MS,Jones County
39460,Moss,MS,Jasper County
39461,Neely,MS,Greene County
39462,New Augusta,MS,Perry County
39463,Nicholson,MS,Pearl River County
39464,Ovett,MS,Jones County
39465,Petal,MS,Forrest County
39466,Picayune,MS,Pearl River County
39470,Poplarville,MS,Pearl River County
39474,Prentiss,MS,Jefferson Davis County
39475,Purvis,MS,Lamar County
39476,Richton,MS,Perry County
39477,Sandersville,MS,Jones County
39478,Sandy Hook,MS,Marion County
39479,Seminary,MS,Covington County
39480,Soso,MS,Jones County
39481,Stringer,MS,Jasper County
39482,Sumrall,MS,Lamar County
39483,Foxworth,MS,Marion County
39501,Gulfport,MS,Harrison County
39502,Gulfport,MS,Harrison County
39503,Gulfport,MS,Harrison County
39505,Gulfport,MS,Harrison County
39506,Gulfport,MS,Harrison County
39507,Gulfport,MS,Harrison County
39520,Bay Saint Louis,MS,Hancock County
39521,Bay Saint Louis,MS,Hancock County
39522,Stennis Space Center,MS,Hancock County
39525,Diamondhead,MS,Hancock County
39529,Stennis Space Center,MS,Hancock County
39530,Biloxi,MS,Harrison County
39531,Biloxi,MS,Harrison County
39532,Biloxi,MS,Harrison County
39533,Biloxi,MS,Harrison County
39534,Biloxi,MS,Harrison County
39535,Biloxi,MS,Harrison County
39540,Diberville,MS,Harrison County
39552,Escatawpa,MS,Jackson County
39553,Gautier,MS,Jackson County
39555,Hurley,MS,Jackson County
39556,Kiln,MS,Hancock County
39558,Lakeshore,MS,Hancock County
39560,Long Beach,MS,Harrison County
39561,Mc Henry,MS,Stone County
39562,Moss Point,MS,Jackson County
39563,Moss Point,MS,Jackson County
39564,Ocean Springs,MS,Jackson County
39565,Vancleave,MS,Jackson County
39566,Ocean Springs,MS,Jackson County
39567,Pascagoula,MS,Jackson County
39568,Pascagoula,MS,Jackson County
39569,Pascagoula,MS,Jackson County
39571,Pass Christian,MS,Harrison County
39572,Pearlington,MS,Hancock County
39573,Perkinston,MS,Stone County
39574,Saucier,MS,Harrison County
39576,Waveland,MS,Hancock County
39577,Wiggins,MS,Stone County
39581,Pascagoula,MS,Jackson County
39595,Pascagoula,MS,Jackson County
39601,Brookhaven,MS,Lincoln County
39602,Brookhaven,MS,Lincoln County
39603,Brookhaven,MS,Lincoln County
39629,Bogue Chitto,MS,Lincoln County
39630,Bude,MS,Franklin County
39631,Centreville,MS,Wilkinson County
39632,Chatawa,MS,Pike County
39633,Crosby,MS,Wilkinson County
39635,Fernwood,MS,Pike County
39638,Gloster,MS,Amite County
39641,Jayess,MS,Lawrence County
39643,Kokomo,MS,Marion County
39645,Liberty,MS,Amite County
39647,Mc Call Creek,MS,Franklin County
39648,Mccomb,MS,Pike County
39649,Mccomb,MS,Pike County
39652,Magnolia,MS,Pike County
39653,Meadville,MS,Franklin County
39654,Monticello,MS,Lawrence County
39656,Oak Vale,MS,Jefferson Davis County
39657,Osyka,MS,Pike County
39661,Roxie,MS,Franklin County
39662,Ruth,MS,Lincoln County
39663,Silver Creek,MS,Lawrence County
39664,Smithdale,MS,Amite County
39665,Sontag,MS,Lawrence County
39666,Summit,MS,Pike County
39667,Tylertown,MS,Walthall County
39668,Union Church,MS,Jefferson County
39669,Woodville,MS,Wilkinson County
39701,Columbus,MS,Lowndes County
39702,Columbus,MS,Lowndes County
39703,Columbus,MS,Lowndes County
39704,Columbus,MS,Lowndes County
39705,Columbus,MS,Lowndes County
39710,Columbus,MS,Lowndes County
39730,Aberdeen,MS,Monroe County
39735,Ackerman,MS,Choctaw County
39736,Artesia,MS,Lowndes County
39737,Bellefontaine,MS,Webster County
39739,Brooksville,MS,Noxubee County
39740,Caledonia,MS,Lowndes County
39741,Cedarbluff,MS,Clay County
39743,Crawford,MS,Lowndes County
39744,Eupora,MS,Webster County
39745,French Camp,MS,Choctaw County
39746,Hamilton,MS,Monroe County
39747,Kilmichael,MS,Montgomery County
39750,Maben,MS,Webster County
39751,Mantee,MS,Webster County
39752,Mathiston,MS,Webster County
39753,Mayhew,MS,Lowndes County
39754,Montpelier,MS,Clay County
39755,Pheba,MS,Clay County
39756,Prairie,MS,Clay County
39759,Starkville,MS,Oktibbeha County
39760,Starkville,MS,Oktibbeha County
39762,Mississippi State,MS,Oktibbeha County
39766,Steens,MS,Lowndes County
39767,Stewart,MS,Webster County
39769,Sturgis,MS,Oktibbeha County
39771,Walthall,MS,Webster County
39772,Weir,MS,Choctaw County
39773,West Point,MS,Clay County
39776,Woodland,MS,Chickasaw County
39813,Arlington,GA,Calhoun County
39815,Attapulgus,GA,Decatur County
39817,Bainbridge,GA,Decatur County
39818,Bainbridge,GA,Decatur County
39819,Bainbridge,GA,Decatur County
39823,Blakely,GA,Early County
39824,Bluffton,GA,Clay County
39825,Brinson,GA,Decatur County
39826,Bronwood,GA,Terrell County
39827,Cairo,GA,Grady County
39828,Cairo,GA,Grady County
39829,Calvary,GA,Grady County
39832,Cedar Springs,GA,Early County
39834,Climax,GA,Decatur County
39836,Coleman,GA,Randolph County
39837,Colquitt,GA,Miller County
39840,Cuthbert,GA,Randolph County
39841,Damascus,GA,Early County
39842,Dawson,GA,Terrell County
39845,Donalsonville,GA,Seminole County
39846,Edison,GA,Calhoun County
39851,Fort Gaines,GA,Clay County
39852,Fowlstown,GA,Decatur County
39854,Georgetown,GA,Quitman County
39859,Iron City,GA,Seminole County
39861,Jakin,GA,Early County
39862,Leary,GA,Calhoun County
39866,Morgan,GA,Calhoun County
39867,Morris,GA,Clay County
39870,Newton,GA,Baker County
39877,Parrott,GA,Terrell County
39885,Sasser,GA,Terrell County
39886,Shellman,GA,Randolph County
39897,Whigham,GA,Grady County
39901,Atlanta,GA,Fulton County
40003,Bagdad,KY,Shelby County
40004,Bardstown,KY,Nelson County
40006,Bedford,KY,Trimble County
40007,Bethlehem,KY,Henry County
40008,Bloomfield,KY,Nelson County
40009,Bradfordsville,KY,Marion County
40010,Buckner,KY,Oldham County
40011,Campbellsburg,KY,Henry County
40012,Chaplin,KY,Nelson County
40013,Coxs Creek,KY,Nelson County
40014,Crestwood,KY,Oldham County
40018,Eastwood,KY,Jefferson County
40019,Eminence,KY,Henry County
40020,Fairfield,KY,Nelson County
40022,Finchville,KY,Shelby County
40023,Fisherville,KY,Jefferson County
40025,Glenview,KY,Jefferson County
40026,Goshen,KY,Oldham County
40027,Harrods Creek,KY,Jefferson County
40031,La Grange,KY,Oldham County
40032,La Grange,KY,Oldham County
40033,Lebanon,KY,Marion County
40036,Lockport,KY,Henry County
40037,Loretto,KY,Marion County
40040,Mackville,KY,Washington County
40041,Masonic Home,KY,Jefferson County
40045,Milton,KY,Trimble County
40046,Mount Eden,KY,Spencer County
40047,Mount Washington,KY,Bullitt County
40048,Nazareth,KY,Nelson County
40049,Nerinx,KY,Marion County
40050,New Castle,KY,Henry County
40051,New Haven,KY,Nelson County
40052,New Hope,KY,Nelson County
40055,Pendleton,KY,Henry County
40056,Pewee Valley,KY,Oldham County
40057,Pleasureville,KY,Henry County
40058,Port Royal,KY,Henry County
40059,Prospect,KY,Jefferson County
40060,Raywick,KY,Marion County
40061,Saint Catharine,KY,Washington County
40062,Saint Francis,KY,Marion County
40063,Saint Mary,KY,Marion County
40065,Shelbyville,KY,Shelby County
40066,Shelbyville,KY,Shelby County
40067,Simpsonville,KY,Shelby County
40068,Smithfield,KY,Henry County
40069,Springfield,KY,Washington County
40070,Sulphur,KY,Henry County
40071,Taylorsville,KY,Spencer County
40075,Turners Station,KY,Henry County
40076,Waddy,KY,Shelby County
40077,Westport,KY,Oldham County
40078,Willisburg,KY,Washington County
40104,Battletown,KY,Meade County
40107,Boston,KY,Nelson County
40108,Brandenburg,KY,Meade County
40109,Brooks,KY,Bullitt County
40110,Clermont,KY,Bullitt County
40111,Cloverport,KY,Breckinridge County
40115,Custer,KY,Breckinridge County
40117,Ekron,KY,Meade County
40118,Fairdale,KY,Jefferson County
40119,Falls Of Rough,KY,Grayson County
40121,Fort Knox,KY,Hardin County
40122,Fort Knox,KY,Hardin County
40129,Hillview,KY,Bullitt County
40140,Garfield,KY,Breckinridge County
40142,Guston,KY,Meade County
40143,Hardinsburg,KY,Breckinridge County
40144,Harned,KY,Breckinridge County
40145,Hudson,KY,Breckinridge County
40146,Irvington,KY,Breckinridge County
40150,Lebanon Junction,KY,Bullitt County
40152,Mc Daniels,KY,Breckinridge County
40153,Mc Quady,KY,Breckinridge County
40155,Muldraugh,KY,Meade County
40157,Payneville,KY,Meade County
40159,Radcliff,KY,Hardin County
40160,Radcliff,KY,Hardin County
40161,Rhodelia,KY,Meade County
40162,Rineyville,KY,Hardin County
40165,Shepherdsville,KY,Bullitt County
40166,Shepherdsville,KY,
40170,Stephensport,KY,Breckinridge County
40171,Union Star,KY,Breckinridge County
40175,Vine Grove,KY,Hardin County
40176,Webster,KY,Breckinridge County
40177,West Point,KY,Hardin County
40178,Westview,KY,Breckinridge County
40201,Louisville,KY,Jefferson County
40202,Louisville,KY,Jefferson County
40203,Louisville,KY,Jefferson County
40204,Louisville,KY,Jefferson County
40205,Louisville,KY,Jefferson County
40206,Louisville,KY,Jefferson County
40207,Louisville,KY,Jefferson County
40208,Louisville,KY,Jefferson County
40209,Louisville,KY,Jefferson County
40210,Louisville,KY,Jefferson County
40211,Louisville,KY,Jefferson County
40212,Louisville,KY,Jefferson County
40213,Louisville,KY,Jefferson County
40214,Louisville,KY,Jefferson County
40215,Louisville,KY,Jefferson County
40216,Louisville,KY,Jefferson County
40217,Louisville,KY,Jefferson County
40218,Louisville,KY,Jefferson County
40219,Louisville,KY,Jefferson County
40220,Louisville,KY,Jefferson County
40221,Louisville,KY,Jefferson County
40222,Louisville,KY,Jefferson County
40223,Louisville,KY,Jefferson County
40224,Louisville,KY,Jefferson County
40225,Louisville,KY,Jefferson County
40228,Louisville,KY,Jefferson County
40229,Louisville,KY,Jefferson County
40231,Louisville,KY,Jefferson County
40232,Louisville,KY,Jefferson County
40233,Louisville,KY,Jefferson County
40241,Louisville,KY,Jefferson County
40242,Louisville,KY,Jefferson County
40243,Louisville,KY,Jefferson County
40245,Louisville,KY,Jefferson County
40250,Louisville,KY,Jefferson County
40251,Louisville,KY,Jefferson County
40252,Louisville,KY,Jefferson County
40253,Louisville,KY,Jefferson County
40255,Louisville,KY,Jefferson County
40256,Louisville,KY,Jefferson County
40257,Louisville,KY,Jefferson County
40258,Louisville,KY,Jefferson County
40259,Louisville,KY,Jefferson County
40261,Louisville,KY,Jefferson County
40266,Louisville,KY,Jefferson County
40268,Louisville,KY,Jefferson County
40269,Louisville,KY,Jefferson County
40270,Louisville,KY,Jefferson County
40272,Louisville,KY,Jefferson County
40280,Louisville,KY,Jefferson County
40281,Louisville,KY,Jefferson County
40282,Louisville,KY,Jefferson County
40283,Louisville,KY,Jefferson County
40285,Louisville,KY,Jefferson County
40287,Louisville,KY,Jefferson County
40289,Louisville,KY,Jefferson County
40290,Louisville,KY,Jefferson County
40291,Louisville,KY,Jefferson County
40292,Louisville,KY,Jefferson County
40293,Louisville,KY,Jefferson County
40294,Louisville,KY,Jefferson County
40295,Louisville,KY,Jefferson County
40296,Louisville,KY,Jefferson County
40297,Louisville,KY,Jefferson County
40298,Louisville,KY,Jefferson County
40299,Louisville,KY,Jefferson County
40310,Burgin,KY,Mercer County
40311,Carlisle,KY,Nicholas County
40312,Clay City,KY,Powell County
40313,Clearfield,KY,Rowan County
40316,Denniston,KY,Menifee County
40317,Elliottville,KY,Rowan County
40319,Farmers,KY,Rowan County
40322,Frenchburg,KY,Menifee County
40324,Georgetown,KY,Scott County
40328,Gravel Switch,KY,Marion County
40330,Harrodsburg,KY,Mercer County
40334,Hope,KY,Bath County
40336,Irvine,KY,Estill County
40337,Jeffersonville,KY,Montgomery County
40339,Keene,KY,Jessamine County
40340,Nicholasville,KY,Jessamine County
40342,Lawrenceburg,KY,Anderson County
40346,Means,KY,Menifee County
40347,Midway,KY,Woodford County
40348,Millersburg,KY,Bourbon County
40350,Moorefield,KY,Nicholas County
40351,Morehead,KY,Rowan County
40353,Mount Sterling,KY,Montgomery County
40355,New Liberty,KY,Owen County
40356,Nicholasville,KY,Jessamine County
40357,North Middletown,KY,Bourbon County
40358,Olympia,KY,Bath County
40359,Owenton,KY,Owen County
40360,Owingsville,KY,Bath County
40361,Paris,KY,Bourbon County
40362,Paris,KY,Bourbon County
40363,Perry Park,KY,Owen County
40366,Preston,KY,Bath County
40370,Sadieville,KY,Scott County
40371,Salt Lick,KY,Bath County
40372,Salvisa,KY,Mercer County
40374,Sharpsburg,KY,Bath County
40376,Slade,KY,Powell County
40379,Stamping Ground,KY,Scott County
40380,Stanton,KY,Powell County
40383,Versailles,KY,Woodford County
40384,Versailles,KY,Woodford County
40385,Waco,KY,Madison County
40386,Versailles,KY,Woodford County
40387,Wellington,KY,Menifee County
40390,Wilmore,KY,Jessamine County
40391,Winchester,KY,Clark County
40392,Winchester,KY,Clark County
40402,Annville,KY,Jackson County
40403,Berea,KY,Madison County
40404,Berea,KY,Madison County
40405,Bighill,KY,Jackson County
40409,Brodhead,KY,Rockcastle County
40410,Bryantsville,KY,Garrard County
40419,Crab Orchard,KY,Lincoln County
40422,Danville,KY,Boyle County
40423,Danville,KY,Boyle County
40434,Gray Hawk,KY,Jackson County
40437,Hustonville,KY,Lincoln County
40440,Junction City,KY,Boyle County
40442,Kings Mountain,KY,Lincoln County
40444,Lancaster,KY,Garrard County
40445,Livingston,KY,Rockcastle County
40446,Lancaster,KY,Garrard County
40447,Mc Kee,KY,Jackson County
40448,Mc Kinney,KY,Lincoln County
40452,Mitchellsburg,KY,Boyle County
40456,Mount Vernon,KY,Rockcastle County
40460,Orlando,KY,Rockcastle County
40461,Paint Lick,KY,Garrard County
40464,Parksville,KY,Boyle County
40468,Perryville,KY,Boyle County
40472,Ravenna,KY,Estill County
40473,Renfro Valley,KY,Rockcastle County
40475,Richmond,KY,Madison County
40476,Richmond,KY,Madison County
40481,Sandgap,KY,Jackson County
40484,Stanford,KY,Lincoln County
40486,Tyner,KY,Jackson County
40488,Waneta,KY,Jackson County
40489,Waynesburg,KY,Lincoln County
40492,Wildie,KY,Rockcastle County
40495,Winston,KY,Estill County
40502,Lexington,KY,Fayette County
40503,Lexington,KY,Fayette County
40504,Lexington,KY,Fayette County
40505,Lexington,KY,Fayette County
40506,Lexington,KY,Fayette County
40507,Lexington,KY,Fayette County
40508,Lexington,KY,Fayette County
40509,Lexington,KY,Fayette County
40510,Lexington,KY,Fayette County
40511,Lexington,KY,Fayette County
40512,Lexington,KY,Fayette County
40513,Lexington,KY,Fayette County
40514,Lexington,KY,Fayette County
40515,Lexington,KY,Fayette County
40516,Lexington,KY,Fayette County
40517,Lexington,KY,Fayette County
40522,Lexington,KY,Fayette County
40523,Lexington,KY,Fayette County
40524,Lexington,KY,Fayette County
40526,Lexington,KY,Fayette County
40533,Lexington,KY,Fayette County
40536,Lexington,KY,Fayette County
40544,Lexington,KY,Fayette County
40546,Lexington,KY,Fayette County
40550,Lexington,KY,Fayette County
40555,Lexington,KY,Fayette County
40574,Lexington,KY,Fayette County
40575,Lexington,KY,Fayette County
40576,Lexington,KY,Fayette County
40577,Lexington,KY,Fayette County
40578,Lexington,KY,Fayette County
40579,Lexington,KY,Fayette County
40580,Lexington,KY,Fayette County
40581,Lexington,KY,Fayette County
40582,Lexington,KY,Fayette County
40583,Lexington,KY,Fayette County
40588,Lexington,KY,Fayette County
40591,Lexington,KY,Fayette County
40598,Lexington,KY,Fayette County
40601,Frankfort,KY,Franklin County
40602,Frankfort,KY,Franklin County
40603,Frankfort,KY,Franklin County
40604,Frankfort,KY,Franklin County
40618,Frankfort,KY,Franklin County
40619,Frankfort,KY,Franklin County
40620,Frankfort,KY,Franklin County
40621,Frankfort,KY,Franklin County
40622,Frankfort,KY,Franklin County
40701,Corbin,KY,Whitley County
40702,Corbin,KY,Whitley County
40724,Bush,KY,Laurel County
40729,East Bernstadt,KY,Laurel County
40730,Emlyn,KY,Whitley County
40734,Gray,KY,Knox County
40737,Keavy,KY,Laurel County
40740,Lily,KY,Laurel County
40741,London,KY,Laurel County
40742,London,KY,Laurel County
40743,London,KY,Laurel County
40744,London,KY,Laurel County
40745,London,KY,Laurel County
40750,London,KY,
40754,Nevisdale,KY,Whitley County
40755,Pittsburg,KY,Laurel County
40759,Rockholds,KY,Whitley County
40763,Siler,KY,Whitley County
40769,Williamsburg,KY,Whitley County
40771,Woodbine,KY,Knox County
40801,Ages Brookside,KY,Harlan County
40803,Asher,KY,Leslie County
40806,Baxter,KY,Harlan County
40807,Benham,KY,Harlan County
40808,Big Laurel,KY,Leslie County
40810,Bledsoe,KY,Harlan County
40813,Calvin,KY,Bell County
40815,Cawood,KY,Harlan County
40816,Chappell,KY,Leslie County
40818,Coalgood,KY,Harlan County
40819,Coldiron,KY,Harlan County
40820,Cranks,KY,Harlan County
40823,Cumberland,KY,Harlan County
40824,Dayhoit,KY,Harlan County
40826,Eolia,KY,Letcher County
40827,Essie,KY,Leslie County
40828,Evarts,KY,Harlan County
40829,Grays Knob,KY,Harlan County
40830,Gulston,KY,Harlan County
40831,Harlan,KY,Harlan County
40840,Helton,KY,Leslie County
40843,Holmes Mill,KY,Harlan County
40844,Hoskinston,KY,Leslie County
40845,Hulen,KY,Bell County
40847,Kenvir,KY,Harlan County
40849,Lejunior,KY,Harlan County
40854,Loyall,KY,Harlan County
40855,Lynch,KY,Harlan County
40856,Miracle,KY,Bell County
40858,Mozelle,KY,Leslie County
40862,Partridge,KY,Letcher County
40863,Pathfork,KY,Harlan County
40865,Putney,KY,Harlan County
40868,Stinnett,KY,Leslie County
40870,Totz,KY,Harlan County
40873,Wallins Creek,KY,Harlan County
40874,Warbranch,KY,Leslie County
40902,Arjay,KY,Bell County
40903,Artemus,KY,Knox County
40906,Barbourville,KY,Knox County
40913,Beverly,KY,Clay County
40914,Big Creek,KY,Clay County
40915,Bimble,KY,Knox County
40921,Bryants Store,KY,Knox County
40923,Cannon,KY,Knox County
40927,Closplint,KY,Harlan County
40930,Dewitt,KY,Knox County
40931,Eriline,KY,Clay County
40932,Fall Rock,KY,Clay County
40935,Flat Lick,KY,Knox County
40939,Fourmile,KY,Bell County
40940,Frakes,KY,Whitley County
40941,Garrard,KY,Clay County
40943,Girdler,KY,Knox County
40944,Goose Rock,KY,Clay County
40946,Green Road,KY,Knox County
40949,Heidrick,KY,Knox County
40951,Hima,KY,Clay County
40953,Hinkle,KY,Knox County
40955,Ingram,KY,Bell County
40958,Kettle Island,KY,Bell County
40962,Manchester,KY,Clay County
40964,Mary Alice,KY,Harlan County
40965,Middlesboro,KY,Bell County
40972,Oneida,KY,Clay County
40977,Pineville,KY,Bell County
40979,Roark,KY,Leslie County
40981,Saul,KY,Perry County
40982,Scalf,KY,Knox County
40983,Sextons Creek,KY,Clay County
40988,Stoney Fork,KY,Bell County
40995,Trosper,KY,Knox County
40997,Walker,KY,Knox County
40999,Woollum,KY,Knox County
41001,Alexandria,KY,Campbell County
41002,Augusta,KY,Bracken County
41003,Berry,KY,Harrison County
41004,Brooksville,KY,Bracken County
41005,Burlington,KY,Boone County
41006,Butler,KY,Pendleton County
41007,California,KY,Campbell County
41008,Carrollton,KY,Carroll County
41010,Corinth,KY,Grant County
41011,Covington,KY,Kenton County
41012,Covington,KY,Kenton County
41014,Covington,KY,Kenton County
41015,Latonia,KY,Kenton County
41016,Covington,KY,Kenton County
41017,Ft Mitchell,KY,Kenton County
41018,Erlanger,KY,Kenton County
41019,Covington,KY,Kenton County
41021,Hebron,KY,
41022,Florence,KY,Boone County
41025,Erlanger,KY,
41030,Crittenden,KY,Grant County
41031,Cynthiana,KY,Harrison County
41033,De Mossville,KY,Pendleton County
41034,Dover,KY,Mason County
41035,Dry Ridge,KY,Grant County
41037,Elizaville,KY,Fleming County
41039,Ewing,KY,Fleming County
41040,Falmouth,KY,Pendleton County
41041,Flemingsburg,KY,Fleming County
41042,Florence,KY,Boone County
41043,Foster,KY,Bracken County
41044,Germantown,KY,Bracken County
41045,Ghent,KY,Carroll County
41046,Glencoe,KY,Gallatin County
41048,Hebron,KY,Boone County
41049,Hillsboro,KY,Fleming County
41051,Independence,KY,Kenton County
41052,Jonesville,KY,Grant County
41053,Kenton,KY,Kenton County
41054,Mason,KY,Grant County
41055,Mayslick,KY,Mason County
41056,Maysville,KY,Mason County
41059,Melbourne,KY,Campbell County
41061,Milford,KY,Bracken County
41062,Minerva,KY,Mason County
41063,Morning View,KY,Kenton County
41064,Mount Olivet,KY,Robertson County
41065,Muses Mills,KY,Fleming County
41071,Newport,KY,Campbell County
41072,Newport,KY,Campbell County
41073,Bellevue,KY,Campbell County
41074,Dayton,KY,Campbell County
41075,Fort Thomas,KY,Campbell County
41076,Newport,KY,Campbell County
41080,Petersburg,KY,Boone County
41081,Plummers Landing,KY,Fleming County
41083,Sanders,KY,Carroll County
41085,Silver Grove,KY,Campbell County
41086,Sparta,KY,Gallatin County
41091,Union,KY,Boone County
41092,Verona,KY,Boone County
41093,Wallingford,KY,Fleming County
41094,Walton,KY,Boone County
41095,Warsaw,KY,Gallatin County
41096,Washington,KY,Mason County
41097,Williamstown,KY,Grant County
41098,Worthville,KY,Owen County
41099,Newport,KY,Campbell County
41101,Ashland,KY,Boyd County
41102,Ashland,KY,Boyd County
41105,Ashland,KY,Boyd County
41114,Ashland,KY,Boyd County
41121,Argillite,KY,Greenup County
41124,Blaine,KY,Lawrence County
41128,Carter,KY,Carter County
41129,Catlettsburg,KY,Boyd County
41132,Denton,KY,Carter County
41135,Emerson,KY,Lewis County
41139,Flatwoods,KY,Greenup County
41141,Garrison,KY,Lewis County
41142,Grahn,KY,Carter County
41143,Grayson,KY,Carter County
41144,Greenup,KY,Greenup County
41146,Hitchins,KY,Carter County
41149,Isonville,KY,Elliott County
41159,Martha,KY,Lawrence County
41160,Mazie,KY,Lawrence County
41164,Olive Hill,KY,Carter County
41166,Quincy,KY,Lewis County
41168,Rush,KY,Boyd County
41169,Russell,KY,Greenup County
41171,Sandy Hook,KY,Elliott County
41173,Soldier,KY,Carter County
41174,South Portsmouth,KY,Greenup County
41175,South Shore,KY,Greenup County
41179,Vanceburg,KY,Lewis County
41180,Webbville,KY,Lawrence County
41181,Willard,KY,Carter County
41183,Worthington,KY,Greenup County
41189,Tollesboro,KY,Lewis County
41201,Adams,KY,Lawrence County
41203,Beauty,KY,Martin County
41204,Boons Camp,KY,Johnson County
41214,Debord,KY,Martin County
